time;humantime;traffic_in;traffic_out;memory_size;memory_used;security_error;cpu0;cpu1;cpu2;cpu3;cpu4;cpu5;cpu6;cpu7;cpu8;disk_used;disk_size
1515930092;14/01/2018 12:41;1726010.000000;7971640.000000;9342060000.000000;13958600000.000000;0.000000;77.580000;73.120000;69.740000;50.150000;62.090000;54.880000;;;;85257700000.000000;132070000000.000000
1515930392;14/01/2018 12:46;2692450.000000;8192660.000000;9342060000.000000;13958600000.000000;0.000000;61.980000;53.560000;;;;;;;;85257700000.000000;132070000000.000000
1515930692;14/01/2018 12:51;3401680.000000;8608600.000000;4932870000.000000;13958600000.000000;0.000000;72.490000;70.850000;70.340000;50.350000;52.910000;60.430000;56.140000;;;85257700000.000000;132070000000.000000
1515930992;14/01/2018 12:56;4285180.000000;8391300.000000;4932870000.000000;13958600000.000000;0.000000;53.170000;;;;;;;;;85125700000.000000;132070000000.000000
1515931292;14/01/2018 13:01;2591630.000000;9000380.000000;3097820000.000000;13958600000.000000;0.000000;70.080000;61.840000;;;;;;;;85125700000.000000;132070000000.000000
1515931592;14/01/2018 13:06;2743330.000000;8054680.000000;3097820000.000000;13958600000.000000;0.000000;67.480000;49.700000;61.250000;42.770000;52.570000;64.750000;51.120000;;;84993600000.000000;132070000000.000000
1515931892;14/01/2018 13:11;1742350.000000;8382550.000000;3097820000.000000;13958600000.000000;0.000000;64.200000;53.950000;53.510000;56.490000;55.560000;;;;;85125700000.000000;132070000000.000000
1515932192;14/01/2018 13:16;2171010.000000;9296710.000000;3097820000.000000;13958600000.000000;0.000000;61.240000;74.360000;69.560000;;;;;;;85125700000.000000;132070000000.000000
1515932492;14/01/2018 13:21;349276.000000;8777650.000000;3097820000.000000;13958600000.000000;0.000000;48.700000;65.040000;;;;;;;;85125700000.000000;132070000000.000000
1515932792;14/01/2018 13:26;420306.000000;9596790.000000;3097820000.000000;13958600000.000000;0.000000;64.820000;45.490000;70.940000;73.510000;54.520000;69.990000;67.730000;;;85125700000.000000;132070000000.000000
1515933092;14/01/2018 13:31;196076.000000;8968930.000000;3097820000.000000;13958600000.000000;0.000000;54.910000;81.530000;74.020000;73.960000;66.100000;47.550000;;;;85125700000.000000;132070000000.000000
1515933392;14/01/2018 13:36;1194090.000000;9811940.000000;3097820000.000000;13958600000.000000;0.000000;67.180000;64.050000;57.750000;58.820000;;;;;;85125700000.000000;132070000000.000000
1515933692;14/01/2018 13:41;1686620.000000;8409970.000000;3097820000.000000;13958600000.000000;0.000000;50.570000;;;;;;;;;85125700000.000000;132070000000.000000
1515933992;14/01/2018 13:46;6784240.000000;8922920.000000;3097820000.000000;13958600000.000000;0.000000;49.610000;46.080000;;;;;;;;84993600000.000000;132070000000.000000
1515934292;14/01/2018 13:51;6972510.000000;9460820.000000;3097820000.000000;13958600000.000000;0.000000;69.140000;65.180000;56.340000;53.910000;43.720000;50.570000;;;;84861500000.000000;132070000000.000000
1515934592;14/01/2018 13:56;7276710.000000;7823200.000000;781059000.000000;13958600000.000000;0.000000;69.050000;70.700000;50.250000;59.410000;;;;;;84861500000.000000;132070000000.000000
1515934892;14/01/2018 14:01;7445640.000000;8043990.000000;781059000.000000;13958600000.000000;0.000000;80.240000;;;;;;;;;84861500000.000000;132070000000.000000
1515935192;14/01/2018 14:06;7976600.000000;7122790.000000;781059000.000000;13958600000.000000;0.000000;72.910000;53.990000;51.780000;56.430000;66.450000;59.090000;50.910000;;;84861500000.000000;132070000000.000000
1515935492;14/01/2018 14:11;8810470.000000;7173540.000000;781059000.000000;13958600000.000000;0.000000;49.440000;53.690000;74.810000;70.960000;65.040000;;;;;84861500000.000000;132070000000.000000
1515935792;14/01/2018 14:16;8995290.000000;5602340.000000;781059000.000000;13958600000.000000;0.000000;60.760000;64.220000;68.320000;66.330000;66.570000;;;;;84861500000.000000;132070000000.000000
1515936092;14/01/2018 14:21;7651100.000000;5748480.000000;781059000.000000;13958600000.000000;0.000000;51.640000;69.740000;45.300000;57.660000;66.420000;;;;;84993600000.000000;132070000000.000000
1515936392;14/01/2018 14:26;7344140.000000;6141330.000000;781059000.000000;13958600000.000000;0.000000;70.480000;61.970000;65.040000;69.800000;;;;;;84993600000.000000;132070000000.000000
1515936692;14/01/2018 14:31;5828580.000000;5081670.000000;781059000.000000;13958600000.000000;0.000000;50.310000;63.000000;53.100000;47.150000;49.210000;61.810000;63.320000;60.140000;51.110000;84993600000.000000;132070000000.000000
1515936992;14/01/2018 14:36;6150140.000000;5730520.000000;781059000.000000;13958600000.000000;0.000000;59.080000;78.500000;56.130000;64.210000;59.950000;53.000000;51.110000;;;84993600000.000000;132070000000.000000
1515937292;14/01/2018 14:41;4978540.000000;6703960.000000;781059000.000000;13958600000.000000;0.000000;71.900000;62.410000;50.250000;73.000000;70.870000;57.370000;58.540000;68.970000;71.950000;84993600000.000000;132070000000.000000
1515937592;14/01/2018 14:46;4804330.000000;5513230.000000;781059000.000000;13958600000.000000;0.000000;76.860000;58.010000;61.420000;;;;;;;84993600000.000000;132070000000.000000
1515937892;14/01/2018 14:51;3521480.000000;3677660.000000;781059000.000000;13958600000.000000;0.000000;72.920000;54.190000;65.140000;;;;;;;85125700000.000000;132070000000.000000
1515938192;14/01/2018 14:56;4220210.000000;4331220.000000;781059000.000000;13958600000.000000;0.000000;70.600000;60.730000;62.810000;71.660000;69.980000;70.390000;62.370000;67.640000;69.330000;85125700000.000000;132070000000.000000
1515938492;14/01/2018 15:01;2364460.000000;4356440.000000;781059000.000000;13958600000.000000;0.000000;64.560000;67.040000;64.840000;73.280000;54.900000;;;;;85125700000.000000;132070000000.000000
1515938792;14/01/2018 15:06;2892190.000000;4870090.000000;781059000.000000;13958600000.000000;0.000000;53.710000;53.810000;;;;;;;;85125700000.000000;132070000000.000000
1515939092;14/01/2018 15:11;2435230.000000;4747590.000000;781059000.000000;13958600000.000000;0.000000;50.200000;55.670000;;;;;;;;85125700000.000000;132070000000.000000
1515939392;14/01/2018 15:16;1365520.000000;4794430.000000;781059000.000000;13958600000.000000;0.000000;55.510000;56.590000;55.140000;77.290000;;;;;;85125700000.000000;132070000000.000000
1515939692;14/01/2018 15:21;1539020.000000;5373140.000000;781059000.000000;13958600000.000000;0.000000;62.300000;75.260000;67.780000;56.650000;73.240000;64.520000;54.060000;73.670000;64.920000;85125700000.000000;132070000000.000000
1515939992;14/01/2018 15:26;915775.000000;5606780.000000;781059000.000000;13958600000.000000;0.000000;48.860000;75.910000;70.570000;58.300000;64.510000;54.330000;;;;85257700000.000000;132070000000.000000
1515940292;14/01/2018 15:31;3240550.000000;6301570.000000;781059000.000000;13958600000.000000;0.000000;65.060000;75.170000;64.050000;61.150000;50.810000;57.480000;;;;85257700000.000000;132070000000.000000
1515940592;14/01/2018 15:36;1760790.000000;6193070.000000;781059000.000000;13958600000.000000;0.000000;57.740000;66.360000;52.030000;64.870000;75.920000;;;;;85257700000.000000;132070000000.000000
1515940892;14/01/2018 15:41;1480130.000000;7070130.000000;781059000.000000;13958600000.000000;0.000000;67.710000;70.290000;71.630000;65.600000;69.970000;57.330000;56.330000;53.590000;72.140000;85257700000.000000;132070000000.000000
1515941192;14/01/2018 15:46;1502230.000000;7901400.000000;781059000.000000;13958600000.000000;0.000000;55.140000;64.290000;53.060000;58.690000;64.310000;;;;;85257700000.000000;132070000000.000000
1515941492;14/01/2018 15:51;385526.000000;8524330.000000;781059000.000000;13958600000.000000;0.000000;77.020000;58.830000;52.040000;63.520000;69.820000;72.720000;61.170000;;;85257700000.000000;132070000000.000000
1515941792;14/01/2018 15:56;1903460.000000;9193620.000000;781059000.000000;13958600000.000000;0.000000;74.920000;73.810000;;;;;;;;85257700000.000000;132070000000.000000
1515942092;14/01/2018 16:01;295882.000000;9651270.000000;781059000.000000;13958600000.000000;0.000000;53.690000;73.340000;69.820000;;;;;;;85257700000.000000;132070000000.000000
1515942392;14/01/2018 16:06;862183.000000;8130890.000000;781059000.000000;13958600000.000000;0.000000;51.870000;65.890000;45.330000;51.110000;70.390000;59.740000;63.670000;;;85125700000.000000;132070000000.000000
1515942692;14/01/2018 16:11;9658950.000000;6139060.000000;781059000.000000;13958600000.000000;0.000000;82.000000;61.510000;49.500000;67.230000;;;;;;84993600000.000000;132070000000.000000
1515942992;14/01/2018 16:16;8103250.000000;6408550.000000;781059000.000000;13958600000.000000;0.000000;66.100000;69.430000;52.440000;51.320000;58.820000;55.330000;;;;84993600000.000000;132070000000.000000
1515943292;14/01/2018 16:21;8664480.000000;5931770.000000;500870000.000000;13958600000.000000;0.000000;61.740000;;;;;;;;;84993600000.000000;132070000000.000000
1515943592;14/01/2018 16:26;7297640.000000;5600360.000000;500870000.000000;13958600000.000000;0.000000;71.330000;61.160000;57.120000;80.900000;;;;;;84861500000.000000;132070000000.000000
1515943892;14/01/2018 16:31;6891200.000000;6461280.000000;7854630000.000000;13958600000.000000;0.000000;50.470000;73.250000;46.590000;74.600000;55.910000;48.940000;56.100000;55.230000;63.420000;84861500000.000000;132070000000.000000
1515944192;14/01/2018 16:36;6895510.000000;5214940.000000;7854630000.000000;13958600000.000000;0.000000;73.530000;61.340000;64.930000;76.080000;70.570000;70.110000;59.180000;;;84861500000.000000;132070000000.000000
1515944492;14/01/2018 16:41;7081390.000000;6018660.000000;7854630000.000000;13958600000.000000;0.000000;58.900000;61.510000;48.030000;62.810000;54.640000;51.830000;71.610000;51.600000;;84861500000.000000;132070000000.000000
1515944792;14/01/2018 16:46;7543210.000000;6726660.000000;7854630000.000000;13958600000.000000;0.000000;65.800000;53.250000;;;;;;;;84993600000.000000;132070000000.000000
1515945092;14/01/2018 16:51;6109420.000000;6260620.000000;7854630000.000000;13958600000.000000;0.000000;56.530000;69.910000;71.840000;68.170000;54.540000;74.030000;43.380000;;;84993600000.000000;132070000000.000000
1515945392;14/01/2018 16:56;6145200.000000;6861950.000000;1883930000.000000;13958600000.000000;0.000000;63.340000;61.270000;71.760000;;;;;;;84993600000.000000;132070000000.000000
1515945692;14/01/2018 17:01;5365020.000000;6912350.000000;1883930000.000000;13958600000.000000;0.000000;59.970000;;;;;;;;;84993600000.000000;132070000000.000000
1515945992;14/01/2018 17:06;5588700.000000;6018320.000000;1883930000.000000;13958600000.000000;0.000000;71.870000;51.660000;58.570000;62.990000;74.040000;53.360000;54.900000;76.670000;;85125700000.000000;132070000000.000000
1515946292;14/01/2018 17:11;4017880.000000;4970150.000000;1883930000.000000;13958600000.000000;0.000000;51.820000;67.450000;68.470000;71.910000;;;;;;85125700000.000000;132070000000.000000
1515946592;14/01/2018 17:16;4053110.000000;5828600.000000;1883930000.000000;13958600000.000000;0.000000;48.340000;47.670000;60.550000;;;;;;;85125700000.000000;132070000000.000000
1515946892;14/01/2018 17:21;3220420.000000;4609630.000000;1883930000.000000;13958600000.000000;0.000000;63.320000;53.940000;51.940000;;;;;;;85125700000.000000;132070000000.000000
1515947192;14/01/2018 17:26;1549010.000000;4013380.000000;1883930000.000000;13958600000.000000;0.000000;70.630000;46.540000;59.120000;;;;;;;85125700000.000000;132070000000.000000
1515947492;14/01/2018 17:31;90937.000000;4659160.000000;1511210000.000000;13958600000.000000;0.000000;65.390000;58.680000;60.920000;57.890000;70.320000;57.390000;76.570000;41.880000;;85125700000.000000;132070000000.000000
1515947792;14/01/2018 17:36;647151.000000;2770780.000000;1511210000.000000;13958600000.000000;0.000000;71.580000;57.030000;55.100000;78.030000;50.760000;58.390000;54.830000;73.410000;53.060000;85125700000.000000;132070000000.000000
1515948092;14/01/2018 17:41;1322660.000000;3449860.000000;1511210000.000000;13958600000.000000;0.000000;71.800000;78.120000;67.330000;73.850000;74.360000;73.440000;53.930000;50.530000;;85125700000.000000;132070000000.000000
1515948392;14/01/2018 17:46;1845530.000000;3547590.000000;1511210000.000000;13958600000.000000;0.000000;76.890000;55.150000;;;;;;;;85125700000.000000;132070000000.000000
1515948692;14/01/2018 17:51;441348.000000;3177660.000000;9979240000.000000;13958600000.000000;0.000000;52.750000;44.470000;72.750000;61.090000;56.010000;76.240000;56.800000;66.310000;75.830000;85257700000.000000;132070000000.000000
1515948992;14/01/2018 17:56;775110.000000;3507190.000000;9979240000.000000;13958600000.000000;0.000000;70.920000;54.620000;52.850000;;;;;;;85125700000.000000;132070000000.000000
1515949292;14/01/2018 18:01;368563.000000;2182440.000000;9979240000.000000;13958600000.000000;0.000000;44.830000;57.420000;51.600000;79.920000;;;;;;85125700000.000000;132070000000.000000
1515949592;14/01/2018 18:06;6645.000000;2133390.000000;9979240000.000000;13958600000.000000;0.000000;73.350000;61.000000;68.800000;52.330000;;;;;;85125700000.000000;132070000000.000000
1515949892;14/01/2018 18:11;165660.000000;2350820.000000;9979240000.000000;13958600000.000000;0.000000;74.970000;52.520000;61.700000;57.520000;56.960000;44.390000;62.320000;74.270000;46.540000;85125700000.000000;132070000000.000000
1515950192;14/01/2018 18:16;218072.000000;2829010.000000;9979240000.000000;13958600000.000000;0.000000;57.500000;73.360000;;;;;;;;85125700000.000000;132070000000.000000
1515950492;14/01/2018 18:21;351451.000000;2605880.000000;9979240000.000000;13958600000.000000;0.000000;66.080000;47.840000;73.920000;;;;;;;85125700000.000000;132070000000.000000
1515950792;14/01/2018 18:26;9113380.000000;1732080.000000;9979240000.000000;13958600000.000000;0.000000;75.910000;55.900000;69.780000;70.220000;60.610000;56.110000;;;;85125700000.000000;132070000000.000000
1515951092;14/01/2018 18:31;9456950.000000;2003860.000000;11890900000.000000;13958600000.000000;0.000000;68.210000;72.860000;55.510000;76.480000;57.030000;75.140000;55.190000;64.980000;;85125700000.000000;132070000000.000000
1515951392;14/01/2018 18:36;10000800.000000;2749240.000000;11890900000.000000;13958600000.000000;0.000000;72.820000;55.850000;52.100000;77.140000;68.610000;61.490000;65.140000;56.280000;71.380000;85125700000.000000;132070000000.000000
1515951692;14/01/2018 18:41;10302100.000000;2170150.000000;11890900000.000000;13958600000.000000;0.000000;45.940000;58.490000;52.230000;65.950000;59.650000;58.750000;;;;85125700000.000000;132070000000.000000
1515951992;14/01/2018 18:46;9714060.000000;2232930.000000;11890900000.000000;13958600000.000000;0.000000;67.050000;49.770000;60.140000;72.170000;75.680000;51.700000;;;;85257700000.000000;132070000000.000000
1515952292;14/01/2018 18:51;9435800.000000;1668810.000000;11890900000.000000;13958600000.000000;0.000000;45.870000;68.760000;74.000000;52.170000;55.780000;74.290000;54.090000;;;85257700000.000000;132070000000.000000
1515952592;14/01/2018 18:56;10252300.000000;2050000.000000;11890900000.000000;13958600000.000000;0.000000;71.710000;55.650000;52.570000;60.120000;78.740000;73.650000;48.410000;52.400000;;85257700000.000000;132070000000.000000
1515952892;14/01/2018 19:01;2713940.000000;749306.000000;11890900000.000000;13958600000.000000;0.000000;53.680000;;;;;;;;;85257700000.000000;132070000000.000000
1515953192;14/01/2018 19:06;376488.000000;414777.000000;5282350000.000000;13958600000.000000;0.000000;42.630000;65.730000;53.010000;48.990000;64.020000;76.100000;;;;85257700000.000000;132070000000.000000
1515953492;14/01/2018 19:11;99282.000000;1259760.000000;5282350000.000000;13958600000.000000;0.000000;75.830000;75.310000;;;;;;;;85389800000.000000;132070000000.000000
1515953792;14/01/2018 19:16;566676.000000;418995.000000;5282350000.000000;13958600000.000000;0.000000;49.120000;62.130000;62.260000;52.240000;;;;;;85389800000.000000;132070000000.000000
1515954092;14/01/2018 19:21;178613.000000;1706100.000000;5282350000.000000;13958600000.000000;0.000000;73.090000;70.070000;73.220000;68.850000;;;;;;85389800000.000000;132070000000.000000
1515954392;14/01/2018 19:26;262790.000000;561575.000000;5282350000.000000;13958600000.000000;0.000000;57.140000;47.720000;64.950000;52.060000;73.040000;;;;;85389800000.000000;132070000000.000000
1515954692;14/01/2018 19:31;1504240.000000;946891.000000;5282350000.000000;13958600000.000000;0.000000;48.560000;75.760000;54.430000;50.970000;52.410000;69.870000;69.340000;;;85389800000.000000;132070000000.000000
1515954992;14/01/2018 19:36;430722.000000;88417.000000;5282350000.000000;13958600000.000000;0.000000;49.130000;59.590000;70.920000;74.830000;50.550000;64.310000;63.810000;;;85389800000.000000;132070000000.000000
1515955292;14/01/2018 19:41;239678.000000;633852.000000;5282350000.000000;13958600000.000000;0.000000;74.730000;;;;;;;;;85389800000.000000;132070000000.000000
1515955592;14/01/2018 19:46;92006.000000;104938.000000;5282350000.000000;13958600000.000000;0.000000;67.340000;64.550000;61.640000;63.840000;67.790000;;;;;85389800000.000000;132070000000.000000
1515955892;14/01/2018 19:51;83922.000000;1512530.000000;9834240000.000000;13958600000.000000;0.000000;60.100000;68.540000;71.340000;53.920000;74.970000;55.940000;;;;85389800000.000000;132070000000.000000
1515956192;14/01/2018 19:56;100000.000000;94526.000000;11243700000.000000;13958600000.000000;0.000000;44.420000;71.100000;66.880000;45.440000;58.200000;59.210000;57.630000;;;85389800000.000000;132070000000.000000
1515956492;14/01/2018 20:01;112089.000000;2101410.000000;11243700000.000000;13958600000.000000;0.000000;48.040000;61.430000;79.310000;77.510000;49.360000;;;;;85389800000.000000;132070000000.000000
1515956792;14/01/2018 20:06;213351.000000;713720.000000;11243700000.000000;13958600000.000000;0.000000;59.030000;55.090000;68.900000;73.740000;48.580000;;;;;85389800000.000000;132070000000.000000
1515957092;14/01/2018 20:11;1017220.000000;412507.000000;11243700000.000000;13958600000.000000;0.000000;71.800000;58.060000;;;;;;;;85389800000.000000;132070000000.000000
1515957392;14/01/2018 20:16;468945.000000;9522.000000;11243700000.000000;13958600000.000000;0.000000;74.010000;;;;;;;;;85389800000.000000;132070000000.000000
1515957692;14/01/2018 20:21;357424.000000;613980.000000;11243700000.000000;13958600000.000000;0.000000;63.970000;53.810000;55.660000;58.100000;48.700000;61.070000;64.840000;54.080000;71.910000;85389800000.000000;132070000000.000000
1515957992;14/01/2018 20:26;1864070.000000;1406450.000000;11243700000.000000;13958600000.000000;0.000000;48.790000;71.340000;56.550000;;;;;;;85389800000.000000;132070000000.000000
1515958292;14/01/2018 20:31;524165.000000;280487.000000;11243700000.000000;13958600000.000000;0.000000;46.390000;77.630000;45.180000;59.670000;70.860000;55.910000;;;;85257700000.000000;132070000000.000000
1515958592;14/01/2018 20:36;301157.000000;276759.000000;8136730000.000000;13958600000.000000;0.000000;49.800000;68.460000;50.530000;45.100000;60.570000;;;;;85257700000.000000;132070000000.000000
1515958892;14/01/2018 20:41;557214.000000;108576.000000;8136730000.000000;13958600000.000000;0.000000;76.480000;60.690000;51.170000;49.360000;54.780000;52.940000;70.910000;;;85389800000.000000;132070000000.000000
1515959192;14/01/2018 20:46;152624.000000;36690.000000;8136730000.000000;13958600000.000000;0.000000;74.750000;52.680000;66.310000;66.630000;69.310000;;;;;85389800000.000000;132070000000.000000
1515959492;14/01/2018 20:51;77299.000000;236853.000000;8136730000.000000;13958600000.000000;0.000000;54.260000;44.490000;72.340000;;;;;;;85389800000.000000;132070000000.000000
1515959792;14/01/2018 20:56;35675.000000;6905.000000;8136730000.000000;13958600000.000000;0.000000;53.940000;49.400000;72.210000;58.780000;60.370000;62.080000;55.030000;50.150000;65.350000;85521900000.000000;132070000000.000000
1515960092;14/01/2018 21:01;14009.000000;117340.000000;8136730000.000000;13958600000.000000;0.000000;68.910000;46.570000;63.100000;67.520000;64.500000;56.520000;58.470000;59.070000;;85521900000.000000;132070000000.000000
1515960392;14/01/2018 21:06;60262.000000;64044.000000;8136730000.000000;13958600000.000000;0.000000;52.820000;44.530000;73.020000;68.680000;49.590000;71.400000;57.130000;81.550000;;85521900000.000000;132070000000.000000
1515960692;14/01/2018 21:11;63162.000000;32653.000000;8136730000.000000;13958600000.000000;0.000000;70.350000;71.550000;61.010000;65.540000;70.110000;78.540000;;;;85521900000.000000;132070000000.000000
1515960992;14/01/2018 21:16;65216.000000;873041.000000;8136730000.000000;13958600000.000000;0.000000;66.020000;47.020000;51.610000;74.830000;64.720000;76.590000;73.890000;74.380000;65.620000;85521900000.000000;132070000000.000000
1515961292;14/01/2018 21:21;123222.000000;122619.000000;8136730000.000000;13958600000.000000;0.000000;53.270000;79.080000;57.130000;53.170000;48.090000;;;;;85521900000.000000;132070000000.000000
1515961592;14/01/2018 21:26;666384.000000;84895.000000;8136730000.000000;13958600000.000000;0.000000;66.320000;57.830000;74.630000;69.410000;;;;;;85521900000.000000;132070000000.000000
1515961892;14/01/2018 21:31;153223.000000;149620.000000;8136730000.000000;13958600000.000000;0.000000;78.100000;77.470000;79.130000;;;;;;;85521900000.000000;132070000000.000000
1515962192;14/01/2018 21:36;1212640.000000;100081.000000;8136730000.000000;13958600000.000000;0.000000;49.490000;60.270000;72.230000;72.970000;63.690000;;;;;85653900000.000000;132070000000.000000
1515962492;14/01/2018 21:41;290923.000000;1032650.000000;8136730000.000000;13958600000.000000;0.000000;57.040000;66.720000;63.470000;64.960000;59.670000;61.260000;;;;85653900000.000000;132070000000.000000
1515962792;14/01/2018 21:46;16304.000000;308208.000000;8136730000.000000;13958600000.000000;0.000000;51.240000;48.860000;55.810000;57.060000;51.100000;54.860000;59.900000;;;85653900000.000000;132070000000.000000
1515963092;14/01/2018 21:51;102758.000000;73525.000000;8136730000.000000;13958600000.000000;0.000000;74.500000;64.530000;46.130000;71.010000;69.370000;55.760000;70.440000;58.170000;66.190000;85653900000.000000;132070000000.000000
1515963392;14/01/2018 21:56;211222.000000;94311.000000;8136730000.000000;13958600000.000000;0.000000;61.360000;65.750000;56.890000;52.740000;46.780000;59.360000;;;;85653900000.000000;132070000000.000000
1515963692;14/01/2018 22:01;39018.000000;119112.000000;8136730000.000000;13958600000.000000;0.000000;72.710000;70.510000;76.280000;76.020000;59.030000;71.060000;69.820000;;;85653900000.000000;132070000000.000000
1515963992;14/01/2018 22:06;620195.000000;50109.000000;8136730000.000000;13958600000.000000;0.000000;47.350000;;;;;;;;;85653900000.000000;132070000000.000000
1515964292;14/01/2018 22:11;1118060.000000;1079580.000000;8136730000.000000;13958600000.000000;0.000000;73.220000;68.080000;44.590000;55.350000;75.420000;;;;;85653900000.000000;132070000000.000000
1515964592;14/01/2018 22:16;236801.000000;663162.000000;3468420000.000000;13958600000.000000;0.000000;80.340000;53.010000;49.090000;68.180000;63.080000;70.580000;52.790000;;;85653900000.000000;132070000000.000000
1515964892;14/01/2018 22:21;117796.000000;209373.000000;3468420000.000000;13958600000.000000;0.000000;64.010000;73.790000;45.870000;67.100000;75.450000;46.720000;54.780000;65.610000;;85653900000.000000;132070000000.000000
1515965192;14/01/2018 22:26;94050.000000;7088.000000;3468420000.000000;13958600000.000000;0.000000;57.940000;56.950000;69.380000;63.770000;58.370000;57.020000;54.310000;;;85653900000.000000;132070000000.000000
1515965492;14/01/2018 22:31;104143.000000;78218.000000;3468420000.000000;13958600000.000000;0.000000;66.750000;;;;;;;;;85653900000.000000;132070000000.000000
1515965792;14/01/2018 22:36;223829.000000;1004120.000000;6537280000.000000;13958600000.000000;0.000000;72.090000;54.540000;59.270000;78.080000;58.800000;;;;;85653900000.000000;132070000000.000000
1515966092;14/01/2018 22:41;929892.000000;143645.000000;6537280000.000000;13958600000.000000;0.000000;56.090000;60.470000;61.780000;55.220000;68.420000;53.390000;55.370000;;;85653900000.000000;132070000000.000000
1515966392;14/01/2018 22:46;261140.000000;57616.000000;6537280000.000000;13958600000.000000;0.000000;71.690000;44.030000;67.790000;56.410000;65.320000;51.760000;52.620000;;;85653900000.000000;132070000000.000000
1515966692;14/01/2018 22:51;85962.000000;208006.000000;6537280000.000000;13958600000.000000;0.000000;50.370000;69.120000;75.410000;67.440000;66.310000;47.380000;;;;85786000000.000000;132070000000.000000
1515966992;14/01/2018 22:56;34296.000000;41010.000000;6537280000.000000;13958600000.000000;0.000000;62.480000;77.300000;52.900000;66.410000;;;;;;85918100000.000000;132070000000.000000
1515967292;14/01/2018 23:01;40978.000000;3619.000000;10270300000.000000;13958600000.000000;0.000000;69.260000;57.200000;;;;;;;;85786000000.000000;132070000000.000000
1515967592;14/01/2018 23:06;118576.000000;14300.000000;3672500000.000000;13958600000.000000;0.000000;64.860000;65.160000;;;;;;;;85653900000.000000;132070000000.000000
1515967892;14/01/2018 23:11;46099.000000;5250.000000;3672500000.000000;13958600000.000000;0.000000;79.790000;67.400000;56.780000;69.200000;59.210000;55.280000;77.570000;65.200000;75.410000;85521900000.000000;132070000000.000000
1515968192;14/01/2018 23:16;86770.000000;102979.000000;3672500000.000000;13958600000.000000;0.000000;52.180000;55.890000;59.040000;;;;;;;85521900000.000000;132070000000.000000
1515968492;14/01/2018 23:21;189199.000000;72940.000000;3672500000.000000;13958600000.000000;0.000000;66.080000;67.550000;57.530000;55.700000;58.520000;52.740000;53.150000;68.470000;;85653900000.000000;132070000000.000000
1515968792;14/01/2018 23:26;1062350.000000;387147.000000;3672500000.000000;13958600000.000000;0.000000;73.380000;47.380000;70.240000;42.630000;78.210000;68.150000;78.290000;70.880000;50.860000;85653900000.000000;132070000000.000000
1515969092;14/01/2018 23:31;131693.000000;1013790.000000;3672500000.000000;13958600000.000000;0.000000;57.400000;69.410000;69.240000;62.910000;74.580000;57.250000;53.740000;;;85653900000.000000;132070000000.000000
1515969392;14/01/2018 23:36;144975.000000;243992.000000;3672500000.000000;13958600000.000000;0.000000;44.350000;70.050000;52.980000;69.870000;59.050000;66.040000;75.630000;;;85653900000.000000;132070000000.000000
1515969692;14/01/2018 23:41;69461.000000;1179640.000000;3672500000.000000;13958600000.000000;0.000000;53.970000;;;;;;;;;85653900000.000000;132070000000.000000
1515969992;14/01/2018 23:46;1116890.000000;1154510.000000;3672500000.000000;13958600000.000000;6.000000;59.140000;61.700000;74.360000;66.440000;52.780000;;;;;85653900000.000000;132070000000.000000
1515970292;14/01/2018 23:51;67419.000000;685502.000000;3672500000.000000;13958600000.000000;0.000000;73.330000;64.000000;;;;;;;;85653900000.000000;132070000000.000000
1515970592;14/01/2018 23:56;22561.000000;214591.000000;3672500000.000000;13958600000.000000;0.000000;56.330000;62.900000;52.030000;62.540000;57.780000;52.680000;75.720000;51.390000;52.720000;85653900000.000000;132070000000.000000
1515970892;15/01/2018 00:01;961355.000000;766835.000000;3672500000.000000;13958600000.000000;0.000000;49.630000;66.580000;;;;;;;;85653900000.000000;132070000000.000000
1515971192;15/01/2018 00:06;1465320.000000;681599.000000;3672500000.000000;13958600000.000000;0.000000;63.770000;64.730000;53.390000;65.200000;47.420000;50.680000;;;;85786000000.000000;132070000000.000000
1515971492;15/01/2018 00:11;2262290.000000;3456600.000000;3672500000.000000;13958600000.000000;0.000000;62.750000;65.110000;;;;;;;;85786000000.000000;132070000000.000000
1515971792;15/01/2018 00:16;2499130.000000;3504500.000000;3672500000.000000;13958600000.000000;0.000000;51.480000;;;;;;;;;85653900000.000000;132070000000.000000
1515972092;15/01/2018 00:21;1373310.000000;2751880.000000;3672500000.000000;13958600000.000000;0.000000;63.410000;76.620000;47.190000;64.860000;60.350000;59.860000;76.070000;;;85653900000.000000;132070000000.000000
1515972392;15/01/2018 00:26;2225200.000000;3015990.000000;3672500000.000000;13958600000.000000;0.000000;50.420000;58.740000;52.150000;73.660000;65.930000;76.910000;79.760000;71.130000;;85653900000.000000;132070000000.000000
1515972692;15/01/2018 00:31;2664660.000000;2181140.000000;3672500000.000000;13958600000.000000;0.000000;50.170000;77.500000;70.600000;59.550000;;;;;;85653900000.000000;132070000000.000000
1515972992;15/01/2018 00:36;1932150.000000;1855280.000000;3672500000.000000;13958600000.000000;0.000000;45.890000;79.550000;70.210000;75.110000;73.880000;72.060000;72.630000;51.410000;;85653900000.000000;132070000000.000000
1515973292;15/01/2018 00:41;2296910.000000;476848.000000;3672500000.000000;13958600000.000000;0.000000;53.560000;61.410000;68.100000;73.240000;73.460000;;;;;85653900000.000000;132070000000.000000
