time;humantime;cpu0;cpu1;cpu2;cpu3;cpu4;cpu5;cpu6;cpu7;cpu8;memory_used;memory_size
1515318712;07/01/2018 10:51;45.980000;58.110000;60.430000;68.540000;63.210000;52.180000;66.590000;63.150000;65.270000;7201580000.000000;8000000000.000000
1515319012;07/01/2018 10:56;67.580000;78.190000;76.700000;;;;;;;7152450000.000000;8000000000.000000
1515319312;07/01/2018 11:01;66.380000;65.970000;65.760000;50.980000;67.490000;64.130000;58.900000;57.590000;65.040000;7486190000.000000;8000000000.000000
1515319612;07/01/2018 11:06;47.570000;69.500000;55.620000;77.950000;61.650000;68.580000;51.180000;;;7492840000.000000;8000000000.000000
1515319912;07/01/2018 11:11;74.780000;50.680000;;;;;;;;7374540000.000000;8000000000.000000
1515320212;07/01/2018 11:16;66.030000;61.360000;60.010000;55.340000;;;;;;7100030000.000000;8000000000.000000
1515320512;07/01/2018 11:21;68.140000;81.040000;64.450000;54.460000;72.810000;53.280000;49.630000;60.040000;;7113060000.000000;8000000000.000000
1515320812;07/01/2018 11:26;55.950000;48.420000;;;;;;;;7133440000.000000;8000000000.000000
1515321112;07/01/2018 11:31;75.760000;64.230000;59.730000;55.050000;;;;;;7096510000.000000;8000000000.000000
1515321412;07/01/2018 11:36;67.670000;54.750000;61.720000;71.410000;;;;;;7249930000.000000;8000000000.000000
1515321712;07/01/2018 11:41;61.930000;;;;;;;;;7283220000.000000;8000000000.000000
1515322012;07/01/2018 11:46;70.670000;67.420000;64.860000;;;;;;;7016250000.000000;8000000000.000000
1515322312;07/01/2018 11:51;74.480000;51.970000;59.120000;62.670000;58.230000;55.000000;60.440000;;;7338710000.000000;8000000000.000000
1515322612;07/01/2018 11:56;55.030000;58.390000;65.290000;;;;;;;7154310000.000000;8000000000.000000
1515322912;07/01/2018 12:01;63.770000;63.970000;67.220000;69.810000;;;;;;7441810000.000000;8000000000.000000
1515323212;07/01/2018 12:06;65.750000;58.620000;73.560000;60.550000;43.710000;;;;;7021490000.000000;8000000000.000000
1515323512;07/01/2018 12:11;49.230000;81.130000;60.860000;51.020000;77.660000;53.120000;61.440000;77.450000;52.260000;7464060000.000000;8000000000.000000
1515323812;07/01/2018 12:16;53.710000;55.560000;54.690000;65.280000;47.570000;61.230000;;;;7129620000.000000;8000000000.000000
1515324112;07/01/2018 12:21;67.260000;69.120000;49.820000;62.460000;58.960000;;;;;7160230000.000000;8000000000.000000
1515324412;07/01/2018 12:26;66.140000;45.450000;48.770000;69.460000;67.920000;69.110000;59.950000;;;7121720000.000000;8000000000.000000
1515324712;07/01/2018 12:31;61.340000;71.470000;73.560000;70.920000;76.940000;;;;;7243810000.000000;8000000000.000000
1515325012;07/01/2018 12:36;56.610000;;;;;;;;;7290280000.000000;8000000000.000000
1515325312;07/01/2018 12:41;73.860000;50.610000;50.910000;69.260000;61.040000;68.340000;46.520000;69.040000;66.930000;7233720000.000000;8000000000.000000
1515325612;07/01/2018 12:46;44.520000;;;;;;;;;7444670000.000000;8000000000.000000
1515325912;07/01/2018 12:51;47.210000;74.650000;73.100000;69.500000;49.240000;;;;;7045720000.000000;8000000000.000000
1515326212;07/01/2018 12:56;66.550000;53.070000;63.250000;;;;;;;7294570000.000000;8000000000.000000
1515326512;07/01/2018 13:01;46.860000;67.920000;68.160000;;;;;;;7214020000.000000;8000000000.000000
1515326812;07/01/2018 13:06;54.580000;60.580000;53.380000;76.090000;69.780000;67.570000;78.000000;;;7261380000.000000;8000000000.000000
1515327112;07/01/2018 13:11;64.430000;80.580000;71.960000;51.970000;65.770000;50.100000;57.580000;60.510000;;7380980000.000000;8000000000.000000
1515327412;07/01/2018 13:16;52.620000;63.010000;58.170000;69.410000;66.780000;63.750000;53.000000;56.350000;;7337610000.000000;8000000000.000000
1515327712;07/01/2018 13:21;59.430000;;;;;;;;;7265910000.000000;8000000000.000000
1515328012;07/01/2018 13:26;60.530000;51.090000;62.050000;63.700000;55.310000;;;;;7384050000.000000;8000000000.000000
1515328312;07/01/2018 13:31;58.150000;44.350000;78.000000;74.240000;69.390000;51.540000;;;;7330850000.000000;8000000000.000000
1515328612;07/01/2018 13:36;65.960000;69.550000;43.770000;66.350000;;;;;;7411160000.000000;8000000000.000000
1515328912;07/01/2018 13:41;57.740000;64.780000;68.960000;;;;;;;7474720000.000000;8000000000.000000
1515329212;07/01/2018 13:46;70.360000;53.180000;;;;;;;;7496650000.000000;8000000000.000000
1515329512;07/01/2018 13:51;62.270000;52.120000;51.330000;79.460000;;;;;;7015240000.000000;8000000000.000000
1515329812;07/01/2018 13:56;65.230000;72.840000;66.420000;;;;;;;7315500000.000000;8000000000.000000
1515330112;07/01/2018 14:01;70.540000;;;;;;;;;7338080000.000000;8000000000.000000
1515330412;07/01/2018 14:06;54.750000;54.640000;51.300000;73.100000;55.050000;63.130000;50.050000;60.580000;;7067060000.000000;8000000000.000000
1515330712;07/01/2018 14:11;67.120000;65.790000;;;;;;;;7207660000.000000;8000000000.000000
1515331012;07/01/2018 14:16;50.670000;58.650000;77.860000;;;;;;;7229840000.000000;8000000000.000000
1515331312;07/01/2018 14:21;52.090000;;;;;;;;;7267470000.000000;8000000000.000000
1515331612;07/01/2018 14:26;79.060000;79.760000;54.630000;54.820000;50.000000;58.740000;;;;7477750000.000000;8000000000.000000
1515331912;07/01/2018 14:31;60.190000;62.680000;;;;;;;;7480760000.000000;8000000000.000000
1515332212;07/01/2018 14:36;72.440000;58.030000;80.590000;50.980000;66.630000;53.150000;48.060000;;;7476270000.000000;8000000000.000000
1515332512;07/01/2018 14:41;68.200000;45.280000;59.680000;;;;;;;7020150000.000000;8000000000.000000
1515332812;07/01/2018 14:46;64.640000;61.460000;75.390000;62.790000;51.940000;77.440000;61.780000;72.210000;72.360000;7361690000.000000;8000000000.000000
1515333112;07/01/2018 14:51;54.940000;48.080000;49.120000;50.890000;77.010000;79.530000;71.770000;;;7434620000.000000;8000000000.000000
1515333412;07/01/2018 14:56;72.620000;58.260000;67.540000;65.730000;60.740000;75.860000;;;;7430340000.000000;8000000000.000000
1515333712;07/01/2018 15:01;56.890000;64.480000;71.640000;48.950000;65.910000;59.150000;53.930000;55.680000;;7042530000.000000;8000000000.000000
1515334012;07/01/2018 15:06;76.680000;46.680000;46.620000;74.710000;53.720000;81.070000;73.940000;66.790000;77.490000;7057150000.000000;8000000000.000000
1515334312;07/01/2018 15:11;52.670000;61.740000;59.310000;;;;;;;7429210000.000000;8000000000.000000
1515334612;07/01/2018 15:16;49.870000;44.490000;;;;;;;;7478590000.000000;8000000000.000000
1515334912;07/01/2018 15:21;70.710000;61.260000;58.780000;;;;;;;7321630000.000000;8000000000.000000
1515335212;07/01/2018 15:26;75.230000;63.100000;53.000000;68.000000;55.170000;53.340000;52.470000;65.740000;59.830000;7491740000.000000;8000000000.000000
1515335512;07/01/2018 15:31;71.070000;50.950000;60.920000;46.260000;45.040000;;;;;7310850000.000000;8000000000.000000
1515335812;07/01/2018 15:36;59.260000;79.250000;57.390000;62.270000;;;;;;7308300000.000000;8000000000.000000
1515336112;07/01/2018 15:41;45.550000;66.540000;49.160000;47.930000;69.890000;73.460000;69.180000;;;7349830000.000000;8000000000.000000
1515336412;07/01/2018 15:46;55.470000;72.590000;57.350000;58.330000;63.890000;50.090000;71.550000;60.910000;83.650000;7474020000.000000;8000000000.000000
1515336712;07/01/2018 15:51;67.140000;67.490000;68.290000;70.360000;57.850000;61.810000;;;;7408790000.000000;8000000000.000000
1515337012;07/01/2018 15:56;66.130000;67.260000;;;;;;;;7419420000.000000;8000000000.000000
1515337312;07/01/2018 16:01;73.620000;46.270000;67.790000;65.470000;;;;;;7151410000.000000;8000000000.000000
1515337612;07/01/2018 16:06;57.350000;48.670000;47.150000;71.740000;47.660000;53.690000;55.150000;63.160000;74.860000;7244810000.000000;8000000000.000000
1515337912;07/01/2018 16:11;77.640000;66.070000;;;;;;;;7081230000.000000;8000000000.000000
1515338212;07/01/2018 16:16;59.280000;52.890000;52.730000;;;;;;;7163860000.000000;8000000000.000000
1515338512;07/01/2018 16:21;76.910000;77.140000;54.720000;57.180000;59.920000;69.560000;58.040000;50.120000;64.080000;7029950000.000000;8000000000.000000
1515338812;07/01/2018 16:26;74.070000;64.530000;62.550000;60.080000;59.920000;;;;;7247880000.000000;8000000000.000000
1515339112;07/01/2018 16:31;59.160000;47.970000;50.970000;64.900000;71.560000;45.740000;54.300000;51.700000;55.230000;7027350000.000000;8000000000.000000
1515339412;07/01/2018 16:36;79.000000;51.260000;64.810000;69.950000;;;;;;7058230000.000000;8000000000.000000
1515339712;07/01/2018 16:41;56.570000;51.980000;;;;;;;;7338590000.000000;8000000000.000000
1515340012;07/01/2018 16:46;73.490000;61.490000;52.800000;;;;;;;7158390000.000000;8000000000.000000
1515340312;07/01/2018 16:51;59.390000;54.420000;63.580000;75.200000;79.690000;52.330000;51.720000;;;7435070000.000000;8000000000.000000
1515340612;07/01/2018 16:56;61.520000;74.760000;60.410000;70.690000;68.320000;56.450000;;;;7143770000.000000;8000000000.000000
1515340912;07/01/2018 17:01;65.070000;50.150000;63.070000;62.220000;76.030000;66.620000;73.900000;59.580000;46.930000;7108380000.000000;8000000000.000000
1515341212;07/01/2018 17:06;74.270000;80.220000;72.250000;64.560000;63.550000;53.980000;51.840000;;;7062520000.000000;8000000000.000000
1515341512;07/01/2018 17:11;72.060000;71.350000;79.050000;;;;;;;7015850000.000000;8000000000.000000
1515341812;07/01/2018 17:16;50.420000;73.060000;60.400000;55.080000;66.340000;50.470000;70.250000;;;7351880000.000000;8000000000.000000
1515342112;07/01/2018 17:21;73.690000;68.250000;69.720000;;;;;;;7024260000.000000;8000000000.000000
1515342412;07/01/2018 17:26;69.480000;47.330000;77.890000;52.210000;57.270000;53.540000;62.880000;54.990000;;7220500000.000000;8000000000.000000
1515342712;07/01/2018 17:31;53.030000;49.290000;71.250000;44.630000;76.110000;59.050000;;;;7363210000.000000;8000000000.000000
1515343012;07/01/2018 17:36;71.510000;73.520000;60.960000;82.670000;;;;;;7047690000.000000;8000000000.000000
1515343312;07/01/2018 17:41;57.720000;64.530000;68.570000;59.370000;;;;;;7055920000.000000;8000000000.000000
1515343612;07/01/2018 17:46;71.190000;;;;;;;;;7241870000.000000;8000000000.000000
1515343912;07/01/2018 17:51;71.670000;53.850000;;;;;;;;7137690000.000000;8000000000.000000
1515344212;07/01/2018 17:56;53.230000;67.240000;44.970000;56.520000;70.570000;41.350000;;;;7076300000.000000;8000000000.000000
1515344512;07/01/2018 18:01;65.830000;75.380000;52.290000;61.910000;56.890000;;;;;7046720000.000000;8000000000.000000
1515344812;07/01/2018 18:06;61.650000;;;;;;;;;7201000000.000000;8000000000.000000
1515345112;07/01/2018 18:11;74.550000;60.900000;56.690000;60.140000;68.530000;59.160000;62.860000;44.600000;60.120000;7441550000.000000;8000000000.000000
1515345412;07/01/2018 18:16;49.950000;68.670000;56.910000;68.920000;72.160000;60.010000;51.740000;68.870000;;7137290000.000000;8000000000.000000
1515345712;07/01/2018 18:21;70.280000;65.330000;77.330000;52.210000;78.470000;47.930000;;;;7072990000.000000;8000000000.000000
1515346012;07/01/2018 18:26;62.170000;65.480000;73.860000;57.620000;74.110000;;;;;7059920000.000000;8000000000.000000
1515346312;07/01/2018 18:31;52.070000;57.920000;74.610000;67.810000;71.040000;66.230000;56.470000;;;7373140000.000000;8000000000.000000
1515346612;07/01/2018 18:36;77.910000;55.070000;75.130000;67.400000;65.630000;;;;;7020110000.000000;8000000000.000000
1515346912;07/01/2018 18:41;71.720000;74.910000;52.590000;50.900000;49.790000;67.190000;54.820000;52.360000;60.630000;7296080000.000000;8000000000.000000
1515347212;07/01/2018 18:46;69.670000;51.850000;;;;;;;;7310590000.000000;8000000000.000000
1515347512;07/01/2018 18:51;71.480000;54.030000;47.610000;56.170000;55.820000;;;;;7336900000.000000;8000000000.000000
1515347812;07/01/2018 18:56;53.390000;63.760000;60.120000;42.450000;50.280000;;;;;7179260000.000000;8000000000.000000
1515348112;07/01/2018 19:01;60.280000;71.090000;;;;;;;;7267550000.000000;8000000000.000000
1515348412;07/01/2018 19:06;77.060000;65.290000;61.960000;53.630000;46.100000;61.660000;58.810000;57.510000;49.520000;7205190000.000000;8000000000.000000
1515348712;07/01/2018 19:11;49.170000;76.390000;68.250000;67.180000;68.110000;72.150000;58.980000;;;7490230000.000000;8000000000.000000
1515349012;07/01/2018 19:16;78.290000;60.250000;52.400000;50.500000;70.310000;70.770000;65.910000;60.960000;44.830000;7448270000.000000;8000000000.000000
1515349312;07/01/2018 19:21;74.420000;;;;;;;;;7071070000.000000;8000000000.000000
1515349612;07/01/2018 19:26;56.140000;60.040000;58.550000;47.070000;53.040000;65.960000;74.910000;;;7167940000.000000;8000000000.000000
1515349912;07/01/2018 19:31;77.030000;52.560000;;;;;;;;7111640000.000000;8000000000.000000
1515350212;07/01/2018 19:36;71.070000;64.090000;52.030000;62.840000;58.700000;63.510000;49.220000;;;7469840000.000000;8000000000.000000
1515350512;07/01/2018 19:41;71.400000;45.870000;73.070000;62.730000;62.950000;73.220000;54.260000;;;7064930000.000000;8000000000.000000
1515350812;07/01/2018 19:46;66.910000;;;;;;;;;7042270000.000000;8000000000.000000
1515351112;07/01/2018 19:51;45.690000;70.370000;74.920000;41.360000;51.030000;;;;;7185310000.000000;8000000000.000000
1515351412;07/01/2018 19:56;51.110000;59.050000;72.060000;51.830000;71.930000;58.570000;;;;7104800000.000000;8000000000.000000
1515351712;07/01/2018 20:01;64.470000;49.040000;50.610000;68.010000;53.970000;55.830000;49.720000;65.400000;;7284030000.000000;8000000000.000000
1515352012;07/01/2018 20:06;67.380000;45.330000;;;;;;;;7358360000.000000;8000000000.000000
1515352312;07/01/2018 20:11;63.150000;55.040000;46.460000;54.850000;;;;;;7308390000.000000;8000000000.000000
1515352612;07/01/2018 20:16;55.080000;;;;;;;;;7134340000.000000;8000000000.000000
1515352912;07/01/2018 20:21;63.710000;57.260000;65.510000;82.260000;;;;;;7144630000.000000;8000000000.000000
1515353212;07/01/2018 20:26;60.330000;74.960000;55.890000;57.460000;52.000000;;;;;7261390000.000000;8000000000.000000
1515353512;07/01/2018 20:31;62.830000;65.590000;52.160000;77.270000;73.100000;70.450000;52.720000;;;7493460000.000000;8000000000.000000
1515353812;07/01/2018 20:36;64.510000;52.570000;57.680000;50.520000;68.960000;61.130000;77.520000;59.160000;;7296600000.000000;8000000000.000000
1515354112;07/01/2018 20:41;79.510000;55.920000;;;;;;;;7329600000.000000;8000000000.000000
1515354412;07/01/2018 20:46;52.230000;;;;;;;;;7274450000.000000;8000000000.000000
1515354712;07/01/2018 20:51;60.810000;64.940000;76.510000;;;;;;;7299250000.000000;8000000000.000000
1515355012;07/01/2018 20:56;46.580000;74.930000;68.560000;46.580000;72.310000;63.620000;;;;7426700000.000000;8000000000.000000
1515355312;07/01/2018 21:01;64.310000;;;;;;;;;7366600000.000000;8000000000.000000
1515355612;07/01/2018 21:06;70.360000;65.180000;60.980000;60.900000;53.710000;53.500000;73.850000;56.040000;75.510000;7373850000.000000;8000000000.000000
1515355912;07/01/2018 21:11;74.160000;66.020000;;;;;;;;7186410000.000000;8000000000.000000
1515356212;07/01/2018 21:16;74.380000;57.190000;61.360000;76.820000;47.360000;;;;;7234400000.000000;8000000000.000000
1515356512;07/01/2018 21:21;57.480000;;;;;;;;;7254150000.000000;8000000000.000000
1515356812;07/01/2018 21:26;54.120000;70.110000;;;;;;;;7323930000.000000;8000000000.000000
1515357112;07/01/2018 21:31;43.160000;59.260000;71.220000;70.600000;;;;;;7168960000.000000;8000000000.000000
1515357412;07/01/2018 21:36;55.240000;64.360000;53.060000;51.860000;;;;;;7417650000.000000;8000000000.000000
1515357712;07/01/2018 21:41;64.760000;53.610000;58.240000;61.440000;66.970000;60.880000;78.780000;;;7001630000.000000;8000000000.000000
1515358012;07/01/2018 21:46;76.770000;66.070000;65.600000;73.130000;;;;;;7076870000.000000;8000000000.000000
1515358312;07/01/2018 21:51;75.840000;53.320000;74.520000;62.390000;62.070000;;;;;7397460000.000000;8000000000.000000
1515358612;07/01/2018 21:56;71.490000;58.590000;67.270000;66.540000;;;;;;7159910000.000000;8000000000.000000
1515358912;07/01/2018 22:01;62.970000;61.490000;70.270000;;;;;;;7316720000.000000;8000000000.000000
1515359212;07/01/2018 22:06;58.830000;55.350000;74.820000;71.620000;73.740000;77.310000;61.010000;;;7413110000.000000;8000000000.000000
1515359512;07/01/2018 22:11;62.400000;54.020000;62.200000;60.910000;78.850000;63.560000;77.200000;59.160000;;7193950000.000000;8000000000.000000
1515359812;07/01/2018 22:16;55.510000;77.890000;66.040000;;;;;;;7478700000.000000;8000000000.000000
1515360112;07/01/2018 22:21;66.660000;55.700000;60.410000;56.950000;54.080000;72.050000;55.250000;;;7152890000.000000;8000000000.000000
1515360412;07/01/2018 22:26;55.480000;47.880000;56.130000;;;;;;;7249370000.000000;8000000000.000000
1515360712;07/01/2018 22:31;76.520000;69.320000;50.840000;;;;;;;7140720000.000000;8000000000.000000
1515361012;07/01/2018 22:36;55.760000;74.260000;56.400000;;;;;;;7262570000.000000;8000000000.000000
1515361312;07/01/2018 22:41;77.070000;63.960000;74.320000;72.560000;74.190000;65.360000;60.270000;66.290000;;7474880000.000000;8000000000.000000
1515361612;07/01/2018 22:46;47.810000;51.290000;63.260000;64.630000;52.250000;64.450000;64.640000;72.600000;74.880000;7467110000.000000;8000000000.000000
1515361912;07/01/2018 22:51;47.150000;;;;;;;;;7357520000.000000;8000000000.000000
1515362212;07/01/2018 22:56;71.770000;50.170000;41.310000;49.770000;65.020000;75.990000;70.060000;;;7197700000.000000;8000000000.000000
1515362512;07/01/2018 23:01;70.920000;68.870000;76.990000;71.220000;51.150000;56.020000;56.810000;76.750000;;7410340000.000000;8000000000.000000
1515362812;07/01/2018 23:06;47.170000;68.720000;61.220000;61.830000;;;;;;7361190000.000000;8000000000.000000
1515363112;07/01/2018 23:11;55.550000;81.290000;60.170000;57.030000;48.320000;77.030000;;;;7440790000.000000;8000000000.000000
1515363412;07/01/2018 23:16;58.320000;48.360000;56.870000;;;;;;;7483680000.000000;8000000000.000000
1515363712;07/01/2018 23:21;67.840000;60.450000;;;;;;;;7406850000.000000;8000000000.000000
1515364012;07/01/2018 23:26;63.280000;72.670000;62.790000;51.330000;;;;;;7477190000.000000;8000000000.000000
1515364312;07/01/2018 23:31;68.850000;54.480000;67.100000;73.680000;;;;;;7123360000.000000;8000000000.000000
1515364612;07/01/2018 23:36;65.140000;74.530000;45.920000;;;;;;;7042950000.000000;8000000000.000000
1515364912;07/01/2018 23:41;59.530000;54.130000;65.000000;65.330000;56.500000;;;;;7425350000.000000;8000000000.000000
1515365212;07/01/2018 23:46;79.850000;;;;;;;;;7052090000.000000;8000000000.000000
1515365512;07/01/2018 23:51;56.760000;53.440000;59.480000;67.740000;51.210000;66.210000;53.790000;;;7302700000.000000;8000000000.000000
1515365812;07/01/2018 23:56;62.350000;71.260000;65.530000;61.730000;80.900000;56.460000;;;;7233810000.000000;8000000000.000000
1515366112;08/01/2018 00:01;68.800000;49.620000;51.150000;52.490000;70.510000;55.460000;58.390000;74.720000;;7404720000.000000;8000000000.000000
1515366412;08/01/2018 00:06;66.770000;49.320000;62.940000;73.070000;60.920000;;;;;7252120000.000000;8000000000.000000
1515366712;08/01/2018 00:11;64.930000;54.740000;51.800000;58.880000;54.800000;50.160000;;;;7184500000.000000;8000000000.000000
1515367012;08/01/2018 00:16;68.400000;78.640000;66.930000;69.370000;;;;;;7107690000.000000;8000000000.000000
1515367312;08/01/2018 00:21;53.950000;56.640000;;;;;;;;7346660000.000000;8000000000.000000
1515367612;08/01/2018 00:26;64.970000;60.520000;76.380000;78.300000;66.740000;71.440000;66.010000;;;7007520000.000000;8000000000.000000
1515367912;08/01/2018 00:31;59.710000;;;;;;;;;7004900000.000000;8000000000.000000
1515368212;08/01/2018 00:36;55.740000;71.080000;51.540000;56.330000;63.900000;77.410000;78.190000;74.720000;;7488270000.000000;8000000000.000000
1515368512;08/01/2018 00:41;49.790000;54.140000;65.390000;;;;;;;7003610000.000000;8000000000.000000
1515368812;08/01/2018 00:46;65.970000;74.880000;53.150000;69.430000;65.580000;;;;;7492270000.000000;8000000000.000000
1515369112;08/01/2018 00:51;47.680000;76.350000;53.120000;60.830000;;;;;;7375000000.000000;8000000000.000000
1515369412;08/01/2018 00:56;53.490000;63.780000;;;;;;;;7317730000.000000;8000000000.000000
1515369712;08/01/2018 01:01;47.830000;54.210000;66.950000;66.410000;70.430000;65.980000;;;;7313460000.000000;8000000000.000000
1515370012;08/01/2018 01:06;54.670000;72.590000;71.070000;53.300000;;;;;;7329460000.000000;8000000000.000000
1515370312;08/01/2018 01:11;65.600000;72.200000;80.120000;52.940000;;;;;;7237930000.000000;8000000000.000000
1515370612;08/01/2018 01:16;52.660000;71.210000;59.860000;;;;;;;7463550000.000000;8000000000.000000
1515370912;08/01/2018 01:21;63.240000;65.960000;51.860000;72.810000;73.550000;;;;;7465120000.000000;8000000000.000000
1515371212;08/01/2018 01:26;65.770000;55.620000;78.230000;68.630000;55.960000;51.350000;57.000000;46.960000;72.690000;7395670000.000000;8000000000.000000
1515371512;08/01/2018 01:31;76.710000;67.730000;62.100000;61.830000;74.530000;47.120000;65.180000;55.980000;;7174990000.000000;8000000000.000000
1515371812;08/01/2018 01:36;51.910000;60.370000;71.180000;64.890000;61.160000;;;;;7107800000.000000;8000000000.000000
1515372112;08/01/2018 01:41;52.670000;65.690000;51.310000;78.040000;;;;;;7321140000.000000;8000000000.000000
1515372412;08/01/2018 01:46;68.090000;65.210000;69.650000;72.280000;61.710000;66.120000;61.800000;;;7499890000.000000;8000000000.000000
1515372712;08/01/2018 01:51;61.980000;68.310000;58.520000;54.630000;;;;;;7163900000.000000;8000000000.000000
1515373012;08/01/2018 01:56;66.760000;70.830000;57.320000;54.280000;54.990000;;;;;7483750000.000000;8000000000.000000
1515373312;08/01/2018 02:01;69.680000;61.550000;57.820000;71.020000;;;;;;7285230000.000000;8000000000.000000
1515373612;08/01/2018 02:06;77.670000;73.840000;75.160000;;;;;;;7254690000.000000;8000000000.000000
1515373912;08/01/2018 02:11;64.250000;75.730000;78.760000;;;;;;;7293590000.000000;8000000000.000000
1515374212;08/01/2018 02:16;73.960000;68.990000;55.520000;57.410000;68.580000;66.740000;69.910000;66.400000;60.080000;7332640000.000000;8000000000.000000
1515374512;08/01/2018 02:21;64.440000;59.830000;63.400000;;;;;;;7494530000.000000;8000000000.000000
1515374812;08/01/2018 02:26;67.480000;63.310000;52.220000;72.440000;67.070000;79.560000;64.630000;70.900000;60.920000;7062580000.000000;8000000000.000000
1515375112;08/01/2018 02:31;80.890000;56.260000;74.480000;55.420000;62.870000;63.250000;65.960000;74.160000;63.520000;7046520000.000000;8000000000.000000
1515375412;08/01/2018 02:36;66.950000;;;;;;;;;7464850000.000000;8000000000.000000
1515375712;08/01/2018 02:41;53.920000;;;;;;;;;7190520000.000000;8000000000.000000
1515376012;08/01/2018 02:46;45.660000;72.370000;62.080000;54.380000;68.590000;44.500000;78.550000;52.910000;;7387240000.000000;8000000000.000000
1515376312;08/01/2018 02:51;78.230000;64.160000;49.580000;;;;;;;7224890000.000000;8000000000.000000
1515376612;08/01/2018 02:56;46.580000;66.010000;61.310000;74.200000;;;;;;7447560000.000000;8000000000.000000
1515376912;08/01/2018 03:01;56.850000;58.920000;61.000000;61.680000;61.150000;;;;;7411190000.000000;8000000000.000000
1515377212;08/01/2018 03:06;73.310000;58.710000;65.870000;49.560000;49.920000;68.830000;74.430000;66.720000;67.810000;7321690000.000000;8000000000.000000
1515377512;08/01/2018 03:11;69.320000;56.570000;52.220000;59.940000;76.710000;57.060000;53.100000;65.700000;;7356070000.000000;8000000000.000000
1515377812;08/01/2018 03:16;71.120000;60.590000;54.450000;75.850000;68.980000;;;;;7359350000.000000;8000000000.000000
1515378112;08/01/2018 03:21;54.720000;;;;;;;;;7388920000.000000;8000000000.000000
1515378412;08/01/2018 03:26;65.080000;75.960000;74.690000;81.050000;55.350000;;;;;7382790000.000000;8000000000.000000
1515378712;08/01/2018 03:31;67.720000;60.580000;60.960000;55.340000;64.610000;60.120000;;;;7330390000.000000;8000000000.000000
1515379012;08/01/2018 03:36;52.950000;66.390000;73.790000;;;;;;;7340400000.000000;8000000000.000000
1515379312;08/01/2018 03:41;68.490000;64.230000;56.700000;68.190000;76.510000;;;;;7034480000.000000;8000000000.000000
1515379612;08/01/2018 03:46;78.450000;;;;;;;;;7173570000.000000;8000000000.000000
1515379912;08/01/2018 03:51;77.720000;64.200000;73.640000;57.330000;66.360000;;;;;7232920000.000000;8000000000.000000
1515380212;08/01/2018 03:56;55.150000;75.060000;59.020000;;;;;;;7003630000.000000;8000000000.000000
1515380512;08/01/2018 04:01;71.130000;46.810000;49.170000;71.860000;55.770000;59.060000;;;;7257630000.000000;8000000000.000000
1515380812;08/01/2018 04:06;76.150000;77.500000;64.550000;60.480000;76.100000;60.760000;70.070000;50.350000;;7137900000.000000;8000000000.000000
1515381112;08/01/2018 04:11;46.870000;70.750000;;;;;;;;7118210000.000000;8000000000.000000
1515381412;08/01/2018 04:16;62.240000;70.960000;71.630000;48.340000;51.750000;59.340000;71.940000;77.540000;;7046050000.000000;8000000000.000000
1515381712;08/01/2018 04:21;71.110000;56.970000;57.440000;;;;;;;7093040000.000000;8000000000.000000
1515382012;08/01/2018 04:26;71.030000;;;;;;;;;7197800000.000000;8000000000.000000
1515382312;08/01/2018 04:31;56.720000;69.600000;48.880000;75.480000;72.310000;77.070000;55.830000;43.480000;;7061920000.000000;8000000000.000000
1515382612;08/01/2018 04:36;63.510000;49.990000;45.910000;65.030000;;;;;;7013420000.000000;8000000000.000000
1515382912;08/01/2018 04:41;53.560000;66.150000;55.370000;67.910000;;;;;;7272890000.000000;8000000000.000000
1515383212;08/01/2018 04:46;62.250000;73.680000;71.540000;67.250000;59.560000;;;;;7009410000.000000;8000000000.000000
1515383512;08/01/2018 04:51;45.600000;55.290000;55.910000;81.510000;75.300000;79.950000;64.760000;55.850000;;7232680000.000000;8000000000.000000
1515383812;08/01/2018 04:56;60.170000;64.450000;64.630000;67.130000;66.460000;;;;;7063410000.000000;8000000000.000000
1515384112;08/01/2018 05:01;54.640000;;;;;;;;;7454950000.000000;8000000000.000000
1515384412;08/01/2018 05:06;72.600000;76.170000;52.930000;60.300000;59.600000;62.920000;65.750000;58.060000;58.880000;7356190000.000000;8000000000.000000
1515384712;08/01/2018 05:11;49.280000;60.690000;49.920000;55.650000;65.850000;;;;;7167290000.000000;8000000000.000000
1515385012;08/01/2018 05:16;60.690000;72.410000;72.510000;72.050000;55.850000;74.820000;;;;7186990000.000000;8000000000.000000
1515385312;08/01/2018 05:21;72.620000;52.390000;62.120000;59.020000;68.790000;;;;;7319170000.000000;8000000000.000000
1515385612;08/01/2018 05:26;45.650000;68.030000;79.990000;;;;;;;7183410000.000000;8000000000.000000
1515385912;08/01/2018 05:31;47.700000;67.990000;62.640000;58.680000;59.400000;;;;;7178350000.000000;8000000000.000000
1515386212;08/01/2018 05:36;65.990000;77.360000;57.470000;59.360000;59.330000;;;;;7037970000.000000;8000000000.000000
1515386512;08/01/2018 05:41;53.240000;65.040000;69.650000;;;;;;;7470910000.000000;8000000000.000000
1515386812;08/01/2018 05:46;66.750000;57.240000;;;;;;;;7393100000.000000;8000000000.000000
1515387112;08/01/2018 05:51;84.070000;56.030000;63.800000;75.330000;64.010000;64.090000;50.710000;65.930000;55.560000;7285260000.000000;8000000000.000000
1515387412;08/01/2018 05:56;68.400000;51.800000;71.960000;71.770000;;;;;;7207410000.000000;8000000000.000000
